ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_MONOVALENT,E_DIVALENT,I_MONOVALENT,I_DIVALENT,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S19_012,79,124,79,10.25154381,one,ults,ud,Pale,Arenic,Paludal Deposits,SPD,64,27844.84,90.43,7.67,1.89,73.96,6.65,19.39,0.4,0.33,4.55,4.46,0.2,0.09,1.89,4.51,0.09,0.31,1.75,4.76,0.05,0.07,0.02,0.07,0.05,0.26,0,0,32,51,0,17,0,0,18,77,0,6,KA,KA
S19_014,81,122,81,11.33094498,one,ults,ud,Pale,Aquic,Paludal Deposits,MWD,250,20682.04,86.91,11.47,1.62,73.13,8.53,18.34,0.42,0.36,4.37,4.61,0.34,0.05,1.62,4.29,0.12,0.91,2.52,4.96,0.04,0.22,0.03,0.09,0.08,0.83,0,0,37,45,0,18,0,0,20,73,0,8,MIXED,KA
S19_015,183,20,183,11.67091838,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,250,5137.84,96.27,2.44,1.29,82.3,2.7,15,0.4,0.37,4.59,4.5,0.08,0.12,1.29,4.16,0.06,1.06,1.2,5.22,0.06,0.2,0.02,0.05,0.08,0.98,14,0,25,43,0,18,7,0,13,72,0,8,KA,KA
S21_002,147,56,147,17.4251988,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,0,6517.04,95.61,3.02,1.37,74.75,1.4,23.85,0.38,0.36,5.43,4.8,0.26,0.07,1.37,5.09,0.22,1.07,2.24,6.15,0.09,0.17,0.04,0.19,0.04,1.03,0,0,24,54,0,22,0,0,9,83,0,9,KA,KA
S21_007,130,73,130,14.23489782,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,WD,157,6546.42,95.38,2.51,2.11,66.62,3.33,30.06,0.38,0.33,4.69,4,0.24,0.06,2.11,5.89,0.14,3.77,1.73,9.66,0.07,0.35,0.02,0.12,0.05,3.71,0,0,28,55,0,17,0,0,13,77,0,11,KA,KA
S21_011,104,99,104,7.830130289,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,61,3085.69,95.76,2.22,2.02,81.5,2.65,15.85,0.41,0.35,4.38,4.15,0.32,0.04,2.02,6.04,0.12,0.25,2.74,6.29,0.04,0.04,0.03,0.09,0.04,0.22,0,0,35,41,0,24,0,0,26,63,0,12,MIXED,KA
S21_013,81,26,81,21.25929129,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,MWD,96,10710.52,96.16,2.52,1.32,68.49,3.48,28.03,0.39,0.35,4.68,5.45,0.34,0.2,1.32,3.69,0.56,13.11,3.36,16.8,0.14,0.73,0.07,0.49,0.96,12.15,20,0,23,42,0,15,12,0,7,74,0,7,KA,KA
S21_018,48,155,48,4.555648694,one,ults,ud,Hapl,Aquic,Decomposition Residuum,SPD,66,4589.48,92.11,3.61,4.28,78.13,2.36,19.5,0.38,0.34,5.9,3.97,0.47,0.08,4.28,5.99,4.2,1.22,6.72,7.21,0.6,0.17,0.15,4.05,0.11,1.11,0,0,15,66,0,19,0,0,0,89,0,11,KA,KA
S23_003,46,157,46,2.251387029,one,ults,aqu,Pale,Plinthic,Paludal Deposits,PD,0,15554.11,78.48,11.74,9.78,67.52,10.46,22.01,0.42,0.37,4.93,5.16,1.13,0.19,9.78,4.92,0.11,0.2,7.7,5.12,0.02,0.04,0.03,0.08,0.01,0.19,11,0,34,51,0,4,7,0,30,60,0,4,KA,KA
S23_006,28,175,28,3.342843175,one,ults,ud,Pale,Plinthaquic,Paludal Deposits,MWD,142,14956.1,69.27,20.5,10.23,45.63,20.19,34.18,0.43,0.4,4.95,5.08,1.03,0.14,10.23,7.89,0.3,0.58,9.05,8.46,0.03,0.07,0.07,0.24,0.05,0.53,12,0,32,52,0,4,7,0,25,64,0,6,KA,KA
S27_013,71,132,71,5.833866244,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,160,1647.51,90.9,3.26,5.85,64.2,1.69,34.11,0.47,0.38,5.31,4.79,0.43,0.12,5.85,5.34,0.58,0.68,4.05,6.02,0.15,0.1,0.01,0.57,0,0.68,0,0,29,45,0,26,0,0,11,87,0,3,KA,KA
S32_026,23,160,23,2.404981884,one,ults,ud,Kandi,Rhodic,Solution Residuum,WD,250,23511.2,76.3,9.9,13.8,60.15,6.66,33.19,0.38,0.36,5.5,5.57,0.51,0.08,13.8,5.04,0.8,1.25,6.1,6.3,0.13,0.19,0.1,0.7,0.04,1.22,0,0,32,60,0,8,7,0,25,61,0,8,KA,KA
S32_029,13,165,13,6.681047763,one,ults,ud,Kandi,Typic,Alluvium,WD,250,13212.21,85.8,8.3,5.9,54.16,6.21,39.42,0.37,0.41,5.5,5.05,0.72,0.13,5.9,11.45,1.22,1.07,5.64,12.52,0.22,0.1,0.06,1.16,0.17,0.9,0,0,18,73,0,9,0,1,8,83,0,9,KA,KA
S32_031,23,139,23,3.891366907,one,ults,ud,Pale,Aquic,Solution Residuum,MWD,58,29494.78,70.2,17.8,12,44.57,8.73,46.7,0.36,0.43,5.8,5.17,1.34,0.11,12,6.91,3.13,1.64,10.41,8.54,0.3,0.2,0.31,2.82,0.12,1.52,0,4,28,56,0,12,4,0,15,75,0,7,KA,KA
S32_033,38,135,38,6.908534622,one,ults,ud,Pale,Aquic,Solution Residuum,MWD,51,32708.34,72.01,20.31,7.63,25.99,21.32,52.69,0.48,0.4,5.59,5.15,0.76,0.08,7.63,13.32,1.08,1.33,5.97,14.65,0.18,0.1,0.07,1.02,0.11,1.22,0,0,22,49,0,29,18,0,12,62,0,9,KA,KA
S32_034,15,168,15,2.397192718,two,ults,aqu,Pale,Typic,Solution Residuum,PD,0,33010.49,25.47,52.57,21.97,19.56,27.64,52.66,0.44,0.39,4.4,4.79,2.05,0.09,21.97,15.48,1.39,4.93,10.76,20.41,0.12,0.22,0.21,1.18,0.18,4.75,4,0,26,54,0,17,33,0,6,46,0,14,KA,KA
S32_039,33,155,48,1.724628775,one,ults,aqu,Pale,Plinthic,Solution Residuum,PD,15,27628.63,74.72,13.84,11.45,69.95,10.29,19.75,0.41,0.35,4.75,4.82,0.25,0.05,11.45,5.04,0.11,0.37,5.57,5.41,0.02,0.07,0.04,0.07,0.05,0.33,0,0,30,58,0,12,11,0,11,69,0,9,KA,KA
S33_001,68,135,68,3.470630247,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,250,16609.22,86.79,6.71,6.5,72.36,5.09,22.55,0.42,0.38,5.64,5.21,0.5,0.08,6.5,3.69,0.91,1.73,4.2,5.42,0.24,0.33,0.17,0.74,0.09,1.65,15,0,32,45,0,10,17,0,18,62,0,4,KA,KA
S33_004,66,137,66,3.808967672,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,130,8737.06,84.78,7.05,8.17,62.9,5.99,31.11,0.39,0.41,5.25,4.78,0.45,0.16,8.17,6.26,0.58,0.4,4.69,6.66,0.1,0.06,0.08,0.5,0.03,0.37,8,0,33,40,0,19,5,0,20,74,0,2,MIXED,KA
S33_005,30,173,30,3.676076099,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,30933.16,78.9,10.8,10.3,54.31,7.82,37.86,0.39,0.38,6.3,6.37,1.53,0.15,10.3,4.72,7.01,2.79,12.68,7.51,0.55,0.38,0.57,6.44,0.48,2.31,10,0,22,63,0,5,3,0,14,81,0,2,KA,KA
S33_006,18,185,18,2.59265419,one,ults,ud,Kanhapl,Typic,Decomposition Residuum,WD,250,31846.86,82.9,5.4,11.7,65.06,4.6,30.33,0.45,0.38,5.8,5.13,1.14,0.12,11.7,4.46,1.1,0.57,8.32,5.03,0.13,0.1,0.14,0.96,0.05,0.52,0,0,17,80,0,3,0,0,11,88,0,1,KA,KA
S33_008,23,177,23,4.30858598,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,157,19176.83,86.4,6.5,7.1,62.42,6.99,30.59,0.42,0.43,5.4,5.4,0.92,0.16,7.1,5.57,1.32,1.88,5.73,7.45,0.23,0.26,0.1,1.22,0.04,1.84,0,0,35,49,0,16,0,0,27,69,0,4,KA,KA
S33_013,18,185,18,2.273153155,two,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,6838.08,80,5,15,60.34,5.56,34.1,0.55,0.44,6.2,5.03,4.93,0.21,15,8.95,11.26,1.29,23.54,10.23,0.48,0.12,0.7,10.56,0.17,1.12,0,0,29,60,0,11,0,0,24,69,0,8,KA,KA
S33_022,23,99,23,1.898489022,two,ults,aqu,Pale,Typic,Decomposition Residuum,PD,0,28319.67,45,30.8,24.2,43.2,10.84,45.94,0.51,0.4,4.8,4.85,2.51,0.24,24.2,8.3,0.5,0.32,15.11,8.62,0.03,0.04,0.07,0.43,0.04,0.28,0,0,14,81,0,5,0,0,16,79,0,6,KA,KA
S33_028,56,147,56,2.103767848,one,ults,aqu,Pale,Aeric,Decomposition Residuum,SPD,56,27679.64,77.79,11.72,10.49,72.15,5.79,22.06,0.42,0.38,5.16,5.54,0.97,0.05,10.49,4.94,0.64,0.35,7.62,5.29,0.07,0.06,0.08,0.56,0.03,0.31,0,0,35,52,0,13,0,0,19,77,0,5,KA,KA
S33_031,135,68,135,10.82855884,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,79,22631.29,90.78,5.86,3.36,59.4,4.2,36.4,0.4,0.43,6.39,4.1,0.28,0.16,3.36,8.78,1.47,0.68,3.23,9.46,0.38,0.07,0.07,1.4,0.05,0.63,0,0,38,52,0,10,0,0,22,75,0,3,KA,KA
S37_027,41,162,41,1.843589851,one,ults,aqu,Pale,Aeric,Decomposition Residuum,SPD,53,21949.21,70.34,12.32,17.34,58.67,9.36,31.97,0.53,0.42,4.92,5.03,1.87,0.1,17.34,7.09,0.94,0.39,12.38,7.48,0.06,0.05,0.12,0.83,0.06,0.34,0,0,26,65,0,9,0,0,13,84,0,4,KA,KA
S38_005,127,76,127,14.59702867,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,WD,155,13459.72,95.19,3.37,1.44,75.63,3.36,21.01,0.39,0.35,5.13,4.38,0.14,0.05,1.44,3.47,0.38,3.98,1.91,7.45,0.2,0.53,0.04,0.34,0.07,3.91,0,0,27,46,0,27,0,0,17,74,0,9,KA,KA
S38_006,68,21,68,43.75652173,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,WD,250,20008.83,97.28,2.04,0.68,66.2,4.2,29.6,0.43,0.44,6.31,7.5,0.19,0.42,0.68,3.21,1.1,13.81,1.83,17.02,0.54,0.81,0.01,1.09,0.12,13.69,0,0,23,58,0,19,0,0,10,83,0,7,KA,KA
S40_004,36,167,36,5.849527939,one,ults,ud,Kanhapl,Typic,Decomposition Residuum,WD,250,9964.69,89,2.85,8.15,48.59,3.74,47.67,0.44,0.41,4.8,4.27,0.77,0.17,8.15,7.23,0.73,0.63,4.84,7.86,0.15,0.08,0.08,0.66,0.08,0.55,0,0,25,67,0,8,0,0,9,88,0,4,KA,KA
S40_007,61,142,61,3.222620479,one,ults,ud,Kandi,Arenic,Solution Residuum,WD,250,1494.2,86.16,6.26,7.58,70.85,4.72,24.43,0.39,0.38,5.15,4.72,0.55,0.11,7.58,7.22,2.73,2.21,6.86,9.43,0.39,0.24,0.17,2.56,0.1,2.11,0,0,40,49,0,11,0,0,22,71,0,7,MIXED,KA
S40_013,20,183,20,5.219416861,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,162,25207.56,84.45,8.7,6.85,57.89,6.36,35.75,0.39,0.35,5.3,5,0.74,0.13,6.85,5.69,1.79,1.78,7.31,7.47,0.24,0.23,0.12,1.67,0.07,1.71,0,0,24,71,0,5,0,0,5,92,0,3,KA,KA
S40_014,5,198,5,3.699888499,two,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,21380.51,74.9,9.7,15.4,36.47,6.55,56.98,0.43,0.44,5.7,4.28,1.4,0.16,15.4,9.68,3.93,1.2,10.79,10.88,0.36,0.1,0.41,3.52,0.1,1.09,0,0,20,73,0,7,0,0,9,87,0,4,KA,KA
S40_015,213,92,213,3.935788186,one,epts,ud,Dystr,Humic,Solution Residuum,WD,250,5790.55,86.06,7.27,6.68,67.55,6.17,26.28,0.4,0.35,4.85,4.82,0.34,0.08,6.68,4.53,0.64,2.57,3.73,7.1,0.19,0.36,0.08,0.55,0.08,2.5,0,0,24,46,0,30,0,0,22,73,0,5,KA,KA
S40_020,74,129,74,6.536597545,one,ults,ud,Pale,Aquic,Solution Residuum,SPD,48,2764,88.23,7.28,4.49,60.3,10.37,29.33,0.4,0.34,5.02,4.93,0.25,0.06,4.49,9.4,0.22,0.65,3.3,10.05,0.07,0.07,0.12,0.1,0.22,0.43,0,0,30,60,0,11,0,0,12,67,0,21,KA,KA
S40_021,94,109,99,2.183155633,one,ults,aqu,Pale,Umbric,Solution Residuum,VPD,0,118.8,85.4,9.05,5.55,82.62,5.26,12.12,0.41,0.32,5.35,4.81,1.25,0.1,5.55,6.47,0.51,0.25,8.73,6.72,0.05,0.04,0.12,0.39,0.1,0.15,0,0,29,64,0,7,0,0,33,59,0,8,KA,KA
S40_022,76,127,76,6.351209305,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,117,6560.73,88.75,6.32,4.92,62.12,6.62,31.26,0.42,0.37,5.84,4.4,0.41,0.13,4.92,7.18,0.75,0.92,3.82,8.1,0.2,0.12,0.19,0.56,0.16,0.76,0,0,32,61,0,7,0,0,20,78,0,2,KA,KA
S40_025,56,86,56,3.659788185,one,ults,ud,Hapl,Arenic,Alluvium,WD,175,8076.56,82.28,12.4,5.33,70.38,10.13,19.49,0.46,0.39,5.4,4.83,0.72,0.15,5.32,5.71,0.89,1.01,4.68,6.72,0.2,0.15,0.05,0.84,0.08,0.93,0,0,37,51,0,12,0,0,29,64,0,7,KA,KA
S40_027,175,28,175,5.467831344,one,ults,ud,Pale,Grossarenic,Solution Residuum,MWD,135,1667.45,92.18,4.42,3.4,77.9,3.5,18.6,0.44,0.35,5.06,4.8,0.89,0.26,3.4,4.49,0.26,0.97,3.09,5.46,0.09,0.18,0.05,0.21,0.09,0.88,32,0,0,42,0,26,23,0,0,67,0,10,KA,KA
S45_032,124,79,124,13.66343645,one,alfs,ud,Pale,Grossarenic,Marine Deposits,MWD,137,4091.37,92.82,5.19,2,67.16,5.58,27.26,0.47,0.38,5.59,5.09,0.26,0.11,2,5.41,0.9,3.94,2.1,9.36,0.4,0.42,0.03,0.87,0.12,3.82,11,0,32,40,0,17,8,0,33,48,0,11,MIXED,KA
S46_012,58,145,58,2.145491803,one,epts,ud,Dystr,Fluvaquentic,Alluvium,SPD,46,552.34,70.59,24.36,5.05,64.78,24.39,10.83,0.49,0.35,4.51,4.56,0.83,0.12,5.05,2.46,0.12,0.12,6.25,2.58,0.02,0.05,0.06,0.06,0.05,0.07,11,0,32,44,0,13,9,0,25,61,0,5,KA,KA
S46_016,56,147,56,7.153667302,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,150,26203.17,81.88,15.31,2.82,70.12,9.74,20.15,0.44,0.37,4.83,4.96,0.44,0.07,2.82,4.5,0.22,0.36,2.07,4.87,0.13,0.08,0.05,0.16,0.06,0.3,0,0,36,50,0,14,0,0,25,69,0,7,KA,KA
S51_012,109,94,109,14.48667205,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,SPD,122,327.22,95.7,2.11,2.19,64.46,3.79,31.75,0.42,0.35,5.91,4.81,0.32,0.13,2.19,4.97,0.58,1.17,2.65,6.14,0.18,0.19,0.08,0.5,0.12,1.06,0,0,40,50,0,10,0,0,13,82,5,0,KA,KA
S53_005,145,58,145,15.93665509,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,96,168.63,95.18,3.03,1.79,68.45,3.09,28.46,0.44,0.36,5.76,5.12,0.29,0.13,1.79,4.45,0.29,0.57,2.26,5.02,0.1,0.11,0.02,0.27,0.03,0.54,0,0,31,43,0,26,0,0,3,97,0,0,KA,KA
S54_008,102,101,102,8.314718427,one,ults,ud,Pale,Grossarenic,Paludal Deposits,WD,250,6109.03,95.08,2.19,2.73,73.87,3.45,22.69,0.45,0.38,6.01,5.07,0.32,0.1,2.73,2.05,0.31,0.65,2.33,2.7,0.11,0.24,0.03,0.28,0.06,0.59,0,0,20,75,0,5,0,0,12,85,0,4,KA,KA
S54_013,165,38,165,10.00386998,one,alfs,ud,Pale,Aquic,Marine Deposits,SPD,76,10761.29,93.24,5.46,1.3,82.69,4.32,12.99,0.42,0.34,5.87,5.61,0.09,0.05,1.3,2.37,0.49,1.45,1.18,3.82,0.56,0.39,0.01,0.48,0.06,1.39,14,0,31,37,0,18,9,0,12,72,0,7,MIXED,KA
S60_008,119,84,119,11.59260274,one,alfs,ud,Pale,Grossarenic,Marine Deposits,WD,250,19154.03,95.64,2.83,1.53,77.01,5.21,17.78,0.42,0.36,5.01,4.86,0.35,0.1,1.53,1.77,0.23,1.13,2.23,2.9,0.11,0.39,0.03,0.2,0.06,1.07,0,0,18,60,0,22,8,0,19,68,0,5,KA,KA
S63_009,38,165,38,3.308827033,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,86,11184.84,86.58,5.92,7.49,68.23,6.97,24.8,0.44,0.47,5.45,5.08,0.79,0.17,7.5,8.15,1.22,2.02,8.96,10.17,0.13,0.2,0.15,1.07,0.07,1.94,0,0,28,53,0,19,0,0,12,78,0,10,KA,KA
S66_029,20,183,20,3.015126316,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,112,5820.69,78.7,14.4,6.9,66.79,12.4,20.8,0.43,0.35,4.7,4.42,1.02,0.1,6.9,4.4,1.3,0.77,7.49,5.17,0.17,0.15,0.25,1.05,0.13,0.64,0,0,34,57,9,0,0,4,21,64,11,0,KA,KA
S66_037,61,142,61,2.001715611,one,ults,ud,Pale,Plinthaquic,Decomposition Residuum,SPD,71,19217.16,79.89,11.44,8.67,71.17,11.48,17.35,0.43,0.36,4.84,5.06,0.84,0.07,8.67,3.75,0.28,0.5,6.37,4.25,0.05,0.13,0.06,0.21,0.05,0.44,0,0,41,47,0,12,7,2,22,61,0,8,MIXED,KA
S01_071,53,150,53,3.368444441,one,ults,aqu,Pale,Arenic,Decomposition Residuum,PD,20,9219.3,90.95,3.95,5.09,77.79,5.05,17.16,0.36,0.37,5.84,4.87,0.32,0.11,5.09,14.18,0.96,1.31,5.23,15.49,0.16,0.08,0.08,0.89,0.09,1.23,0,0,45,15,0,40,0,0,20,47,0,34,MIXED,KA
S02_003,94,109,94,21.64440437,one,ods,aqu,Al,Ultic,Marine Deposits,PD,20,7469.84,93.47,5.4,1.13,68.53,7.11,24.36,0.4,0.34,5.02,4.9,0.44,0.14,1.13,4.88,0.13,0.96,3.25,5.84,0.04,0.16,0.04,0.09,0.09,0.87,0,0,32,34,0,35,0,0,21,75,0,5,MIXED,KA
S01_067,74,139,74,8.670696629,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,89,288.39,92.52,4.42,3.06,71.07,2.38,26.55,0.4,0.35,5.81,5.34,0.31,0.07,3.06,9.79,0.76,2.56,4.29,12.35,0.19,0.21,0.09,0.67,0.13,2.43,0,0,23,31,0,46,0,0,7,77,0,17,QZ,KA
S01_082,71,132,71,33.13333333,one,ults,aqu,Pale,Arenic,Marine Deposits,VPD,0,6902.56,96.33,2.93,0.75,70.23,5.04,24.73,0.51,0.34,4.23,4.02,4.66,0.2,0.75,9.55,0.34,1.59,32.24,11.14,0.04,0.15,0.18,0.17,0.35,1.24,0,0,12,5,0,83,35,0,0,53,0,12,QZ,KA
S01_084,109,102,109,11.97769553,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,175,7370.87,93.01,5.74,1.25,76.52,8.46,15.02,0.41,0.38,5.67,5.01,0.17,0.04,1.25,5.02,0.34,0.87,2.29,5.89,0.13,0.14,0.05,0.29,0.06,0.81,0,0,30,25,0,45,0,0,17,84,0,0,QZ,KA
S01_099,109,94,109,16.5380391,one,ults,aqu,Pale,Grossarenic,Decomposition Residuum,PD,20,12983.39,94.16,3.81,2.04,60.6,5.72,33.68,0.36,0.41,5.53,5.23,0.1,0.25,2.03,11.51,0.56,8.55,3.1,20.05,0.19,0.4,0.03,0.54,0.31,8.24,0,0,18,15,0,67,16,0,11,64,0,10,QZ,KA
S01_101,107,99,107,16.11644061,one,ults,aqu,Pale,Grossarenic,Decomposition Residuum,PD,26,5122.02,94.6,4.08,1.32,71.07,7.67,21.27,0.39,0.38,4.74,4.49,0.32,0.11,1.32,5.47,0.08,0.89,2.19,6.35,0.04,0.14,0.02,0.06,0.05,0.84,19,0,23,11,0,45,8,0,24,57,0,11,QZ,KA
S08_004,107,96,107,16.75718389,one,alfs,aqu,Endo,Grossarenic,Solution Residuum,PD,13,32529.17,98.27,1.11,0.62,85.96,3.6,10.45,0.42,0.33,6.62,6.58,0.32,0.24,0.62,1.37,0.32,4.32,0.92,5.69,0.4,0.76,0.08,0.24,0.22,4.1,3,0,5,3,0,91,9,0,12,58,0,21,QZ,KA
S08_005,86,21,96,4.152477764,one,alfs,aqu,Endo,Arenic,Marine Deposits,VPD,0,22300.33,93.33,3.01,3.66,81.8,3,15.2,0.45,0.39,5.69,6.9,2.63,1.01,3.66,2.58,44.38,45.89,45.99,48.47,0.75,0.95,32.96,11.44,24.33,21.56,9,0,8,8,0,75,25,0,29,38,0,8,QZ,KA
S12_019,79,124,79,6.717406208,one,ults,aqu,Pale,Arenic,Marine Deposits,PD,25,1945.75,90.84,6.22,2.95,76.41,3.78,19.81,0.42,0.36,4.23,3.92,0.76,0.13,2.95,4.74,0.12,0.17,4.85,4.92,0.02,0.04,0.04,0.08,0.07,0.1,0,0,30,31,0,39,6,0,21,66,0,9,MIXED,KA
S14_001,122,81,122,19.58140197,one,ods,aqu,Al,Arenic,Marine Deposits,PD,36,28151.61,97.88,1.05,1.07,77.67,1.4,20.93,0.42,0.37,4.8,4.51,0.4,0.28,1.07,7.82,0.24,0.76,3.54,8.59,0.07,0.09,0.03,0.21,0.11,0.66,0,0,13,18,0,69,0,0,13,81,0,6,QZ,KA
S14_008,172,31,172,5.792093705,one,ents,aqu,Psamm,Spodic,Marine Deposits,PD,15,15471.68,97.47,1.74,0.79,93.8,1.6,4.6,0.4,0.36,5.19,4.8,0.22,0.05,0.79,1.35,0.51,0.93,1.1,2.28,0.66,0.41,0.04,0.47,0.07,0.86,0,0,17,36,0,48,0,0,34,40,0,26,QZ,MIXED
S19_007,117,86,117,2.502108435,one,ents,aqu,Psamm,Humaqueptic,Marine Deposits,PD,0,1047.53,95.23,1.94,2.84,92.3,0.6,7.1,0.46,0.37,4.73,4.7,0.74,0.46,2.84,1.56,0.1,0.06,3.02,1.62,0.05,0.04,0.02,0.08,0.01,0.05,0,0,27,16,0,57,0,0,34,51,0,15,QZ,KA
S19_016,124,79,124,7.290609495,one,ods,aqu,Al,Ultic,Paludal Deposits,PD,124,17921.83,91.74,6.8,1.46,86.09,3.23,10.68,0.41,0.33,4.23,4.27,0.54,0.25,1.46,2.85,0.11,0.13,3.51,2.98,0.06,0.04,0.02,0.09,0.04,0.09,0,0,28,24,0,48,0,0,24,69,0,7,QZ,KA
S19_017,145,58,145,3.108603667,one,ents,aqu,Psamm,Humaqueptic,Paludal Deposits,PD,51,16560.09,94.39,3.16,2.44,91.7,0.7,7.6,0.37,0.35,4.24,4.6,0.95,0.19,2.44,2.6,0.15,0.14,3.68,2.74,0.04,0.05,0.02,0.13,0.03,0.11,0,0,24,23,0,53,14,0,13,66,0,7,QZ,KA
S26_017,160,25,160,26.06622517,one,ods,aqu,Al,Alfic,Paludal Deposits,PD,21,46546.02,97.41,1.64,0.94,74.6,0.8,24.6,0.41,0.36,4.79,5.3,0.8,0.78,0.94,6.17,1.68,10.91,6.2,17.08,0.22,0.64,0.04,1.64,0.22,10.69,21,0,14,14,0,52,18,0,19,54,0,9,QZ,KA
S28_017,157,46,157,6.080985914,one,ents,aqu,Psamm,Spodic,Marine Deposits,PD,15,8887.17,95.13,2.7,2.17,84.1,2.7,13.2,0.38,0.33,5.7,4.4,0.19,0.02,2.17,3.38,0.44,2.16,2.46,5.54,0.2,0.39,0.04,0.39,0.09,2.07,22,0,8,12,0,59,13,0,0,75,0,12,QZ,KA
S28_018,89,114,89,45.15900407,one,ods,aqu,Al,Arenic,Marine Deposits,PD,23,9256.64,98.26,1.36,0.38,79.41,3.34,17.25,0.4,0.34,4.92,4.73,0.25,0.63,0.38,9.3,0.11,0.63,1.97,9.93,0.04,0.08,0.02,0.09,0.09,0.53,0,0,0,18,0,82,19,0,8,42,0,33,QZ,KA
S28_019,66,137,66,34.73367262,one,ods,aqu,Al,Alfic,Paludal Deposits,PD,25,8138.58,98.01,1.53,0.46,80.15,3.86,16,0.4,0.34,4.91,4.67,0.2,0.47,0.46,6.97,0.13,2.41,1.16,9.39,0.13,0.31,0.02,0.1,0.17,2.25,0,0,0,13,0,87,16,0,0,64,0,20,QZ,KA
S32_022,30,173,30,3.824563496,one,ults,ud,Kandi,Arenic,Solution Residuum,WD,140,1773.43,87.55,7.6,4.85,74.59,5.84,19.57,0.41,0.38,5.6,5.29,0.42,0.07,4.85,2.87,0.6,0.72,3.05,3.59,0.2,0.2,0,0.6,0,0.72,0,0,27,20,16,37,0,0,25,42,24,8,QZ,KA
S33_019,66,137,66,10.33015098,one,alfs,aqu,Endo,Arenic,Decomposition Residuum,VPD,0,12940.34,91.3,6,2.71,68.79,3.25,27.95,0.4,0.35,5.02,4.98,0.64,0.18,2.71,7.69,0.28,2.57,4.34,10.27,0.06,0.23,0.03,0.24,0.07,2.5,0,0,21,22,0,57,10,0,21,61,0,9,QZ,KA
S33_027,122,81,122,9.979251623,one,ods,aqu,Al,Alfic,Alluvium,PD,28,3907.81,94.01,4.19,1.8,78.94,3.09,17.98,0.41,0.34,4.95,4.86,0.45,0.32,1.8,7.88,0.12,25.43,4.88,33.31,0.06,0.63,0.02,0.1,0.03,25.39,21,0,15,15,0,50,0,0,17,54,0,29,QZ,KA
S36_015,71,132,71,30.84167366,one,ods,aqu,Al,Alfic,Solution Residuum,PD,20,41827.74,97.98,1.41,0.61,79.02,2.04,18.94,0.39,0.39,6.05,4.67,0.42,0.75,0.61,4.51,0.46,5.41,4.18,9.92,0.09,0.56,0.04,0.42,0.47,4.94,0,0,15,14,0,72,0,0,40,48,0,13,QZ,MIXED
S37_012,23,180,23,4.815235088,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,157,7973.14,85.36,9.83,4.81,67.72,5.87,26.41,0.47,0.39,5.19,5.15,1.3,0.18,4.81,5.12,0.32,0.25,6.12,5.37,0.05,0.04,0.07,0.25,0.04,0.21,0,0,21,30,0,49,0,0,19,67,0,13,QZ,KA
S37_026,56,147,56,4.997941316,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,56,6482.8,86.94,8.64,4.42,64.68,13.23,22.09,0.45,0.39,4.83,4.99,0.63,0.13,4.42,7.25,0.11,0.37,4.4,7.62,0.02,0.05,0.02,0.09,0.09,0.28,9,0,20,18,0,53,18,0,21,50,0,11,QZ,KA
